H2 ppm,CH4 ppm,C2H6 ppm,C2H4 ppm,C2H2 ppm,H2 percentage,CH4 percentage,C2H6 percentage,C2H4 percentage,C2H2 percentage,Centroid X,Centroid Y,Expected Region,Matched Region
124.0,166.0,87.0,59.0,0.001,28.4403017424272,38.07330717131383,19.954082674122308,13.532079054864553,0.00022935727211634838,-8.977373487153404,-3.724558747440041,PentagonRegions.T1,PentagonRegions.T1
295.0,1466.0,331.0,1295.0,32.0,8.628253875402164,42.8780345130155,9.681193331383446,37.876572097104415,0.9359461830944721,-2.9236020187004765,-18.35668350201688,PentagonRegions.T2,PentagonRegions.T2
240.0,20.0,5.0,28.0,96.0,61.696658097686374,5.141388174807198,1.2853470437017995,7.197943444730077,24.67866323907455,7.418864560468933,20.18497328236176,PentagonRegions.D1,PentagonRegions.D1
217.0,286.0,14.0,458.0,884.0,11.672942442173213,15.384615384615385,0.7530930607853685,24.636901559978483,47.55244755244755,15.207373237392607,-0.5971522962754106,PentagonRegions.D2,PentagonRegions.D2
441.0,207.0,43.0,224.0,261.0,37.5,17.602040816326532,3.6564625850340136,19.047619047619047,22.193877551020407,5.607430479893349,5.174594571983836,PentagonRegions.D2,PentagonRegions.D2
