H2 percentage,CH4 percentage,C2H6 percentage,C2H4 percentage,C2H2 percentage,Centroid X,Centroid Y,Expected Region,Matched Region
89.73866256725596,9.559953881629516,0.5764796310530361,0.05764796310530361,0.06725595695618755,-0.33965368741321017,26.879222889794978,PentagonRegions.PD,PentagonRegions.PD
97.98665649225603,1.8354336491165795,0.17197924337441292,0.005930318737048722,2.965159368524361e-07,-0.0613211807505988,32.04963646009943,PentagonRegions.PD,PentagonRegions.PD
88.41587146398821,11.34880711629464,0.23531928045097275,1.0696330929589672e-06,1.0696330929589672e-06,-0.32754236671676745,25.79544641552773,PentagonRegions.PD,PentagonRegions.PD
87.19979072050226,12.799969280073729,7.99998080004608e-05,7.99998080004608e-05,7.99998080004608e-05,-0.32100884026014326,24.904238785916032,PentagonRegions.PD,PentagonRegions.PD
87.23522719020067,11.38734900384904,1.3411121063206566,0.012103899876540222,0.024207799753080444,-0.6735130482096001,25.531279956183774,PentagonRegions.PD,PentagonRegions.PD
91.42857142857143,5.714285714285714,1.7142857142857144,0.5714285714285714,0.5714285714285714,-0.4281224624711086,28.694508566617703,PentagonRegions.PD,PentagonRegions.PD
95.6255134576684,4.148872868592796,0.17386456992303348,0.051745407715188534,3.696100551084896e-06,-0.09764419966302933,30.134188006258505,PentagonRegions.PD,PentagonRegions.PD
99.45222911022012,0.3156515317073063,0.12868024114897159,0.10338412536754982,5.499155604656905e-05,-0.0409738048246926,32.97479855587849,PentagonRegions.PD,PentagonRegions.PD
90.66447007138935,4.942339373970346,1.8121911037891267,2.471169686985173,0.10982976386600769,-0.5806591930986124,26.889535882203518,PentagonRegions.PD,PentagonRegions.PD
86.17312965139052,13.05653479566523,0.4961483222352787,0.026113069591330463,0.24807416111763936,-0.33124157770971746,25.66613673053869,PentagonRegions.PD,PentagonRegions.PD
92.06739892582004,6.905054919436504,1.0275379344399558,4.110151737759824e-06,4.110151737759824e-06,-0.42013570646341336,28.523958368246742,PentagonRegions.PD,PentagonRegions.PD
90.07782074880012,9.92217895937107,9.727626430755952e-08,9.727626430755952e-08,9.727626430755952e-08,-0.19289081346667614,26.78122128269693,PentagonRegions.PD,PentagonRegions.PD
92.19246063583927,6.763504005288061,0.9078528866158471,0.13617793299237707,4.539264433079236e-06,-0.3877151456444241,28.290158037174134,PentagonRegions.PD,PentagonRegions.PD
93.8052267210383,3.5398198762655957,1.7699099381327978,0.8849549690663989,8.84954969066399e-05,-0.5851055385214874,29.717030415881528,PentagonRegions.PD,PentagonRegions.PD
92.8023892864255,6.7551572158992395,0.4424529340409597,2.818171554401017e-07,2.818171554401017e-07,-0.2300695129684048,28.757164806441548,PentagonRegions.PD,PentagonRegions.PD
86.92277842452464,6.092355452076057,3.4924330616996504,1.7462165308498252,1.7462165308498252,-0.6268554580118813,27.083150196855062,PentagonRegions.PD,PentagonRegions.PD
36.924309171005206,13.233022484123804,0.6922592825676527,12.35196521540134,36.798443846901996,11.033699022691076,10.559213465960633,PentagonRegions.D1,PentagonRegions.D1
61.696658097686374,5.141388174807198,1.2853470437017995,7.197943444730077,24.67866323907455,7.418864560468933,20.18497328236176,PentagonRegions.D1,PentagonRegions.D1
53.298454998773806,16.349219324777238,3.188097768331562,6.645957655521949,20.51827025259544,4.8569830841252015,15.360334333317926,PentagonRegions.D1,PentagonRegions.D1
70.8973723351512,2.8755577590480907,7.932573128408526,5.255329697570649,13.039167079821517,1.6931493867109804,23.09788864624102,PentagonRegions.D1,PentagonRegions.D1
61.855670103092784,12.886597938144329,0.5154639175257731,4.123711340206185,20.618556701030926,6.09242087095249,20.30463325260137,PentagonRegions.D1,PentagonRegions.D1
77.2701635645798,3.3840947546531304,6.429780033840947,3.6097010716300053,9.306260575296108,0.9142448092972283,25.17166096416908,PentagonRegions.D1,PentagonRegions.D1
66.69856459330144,3.5816814764183182,0.2050580997949419,4.5386192754613806,24.976076555023923,7.840300091983403,23.064195237196152,PentagonRegions.D1,PentagonRegions.D1
92.2803360107916,1.7720277147587227,1.4409221902017295,2.9738181372248453,1.5328959470231163,0.04205205337126275,29.542184473073494,PentagonRegions.D1,PentagonRegions.D1
95.06107275624005,0.9426447158789166,0.4381306425916091,2.655337227827934,0.9028146574614976,0.16129775503166277,30.463157002011506,PentagonRegions.D1,PentagonRegions.D1
71.05974920088518,3.2948119006638796,4.475043029259897,12.244897959183673,8.925497910007376,1.7510489193083782,20.462820491405733,PentagonRegions.D1,PentagonRegions.D1
66.7910447761194,10.820895522388058,3.731343283582089,6.343283582089552,12.313432835820896,2.481790086619428,19.4977174386045,PentagonRegions.D1,PentagonRegions.D1
47.55351681957187,22.91393621668851,4.521625163826998,9.611183923110529,15.399737876802098,2.1706682720581965,9.586963759982662,PentagonRegions.D1,PentagonRegions.D1
65.83506583506583,10.654885654885655,2.754677754677755,7.241857241857241,13.513513513513514,3.1931970684290993,19.0451516568694,PentagonRegions.D1,PentagonRegions.D1
18.130217028380635,4.006677796327212,1.3689482470784642,13.722871452420701,62.77128547579299,20.238365724563455,7.916320790149316,PentagonRegions.D1,PentagonRegions.D1
51.63797890061077,10.632981676846194,3.6091060521932254,10.272071071626874,23.84786229872293,6.247439404225266,14.753999837563683,PentagonRegions.D1,PentagonRegions.D1
71.2482268588424,1.458625116795199,2.8050483015292284e-05,2.6086949204221823,24.68442505345721,7.827605093007262,25.373096434673286,PentagonRegions.D1,PentagonRegions.D1
53.68846743829312,4.0161762655138755,6.9725282387393674,11.476781480964997,23.846046576488632,5.752456015364606,16.304127586417643,PentagonRegions.D1,PentagonRegions.D1
