H2 ppm,CH4 ppm,C2H6 ppm,C2H4 ppm,C2H2 ppm,H2 percentage,CH4 percentage,C2H6 percentage,C2H4 percentage,C2H2 percentage,Centroid X,Centroid Y,Expected Region,Matched Region
1458.0,9.0,1812.0,0.0001,0.0001,44.46477313420109,0.27447390823580914,55.26074685814291,3.049710091508991e-06,3.049710091508991e-06,-17.519026753150683,20.422376592918287,PentagonRegions.PD,PentagonRegions.S
2240.0,157.0,90.0,157.0,45.0,83.30234287839346,5.838601710673113,3.3469691335068803,5.838601710673113,1.6734845667534402,-0.5161828973868934,24.06029178074304,PentagonRegions.PD,PentagonRegions.S
73.0,8.0,4.0,2.0,12.0,73.73737373737373,8.080808080808081,4.040404040404041,2.0202020202020203,12.121212121212121,2.405820140700617,24.064973845598285,PentagonRegions.PD,PentagonRegions.D1
235.0,16.0,0.0001,35.0,0.0001,82.16777470784987,5.594401682236587,3.496501051397867e-05,12.237753679892533,3.496501051397867e-05,1.3015122103085353,-4.806117965754208,PentagonRegions.PD,PentagonRegions.T3
230.0,15.9,16.3,1.9,2.4,86.30393996247656,5.966228893058163,6.116322701688557,0.7129455909943716,0.9005628517823642,-1.7293630092281616,27.3856992091825,PentagonRegions.PD,PentagonRegions.S
113.0,21.0,48.0,0.0001,4.0,60.752655509324995,11.290316510582521,25.806437738474337,5.3763411955154864e-05,2.1505364782061944,-7.923101069079604,19.33800567746837,PentagonRegions.PD,PentagonRegions.S
1309.0,124.0,113.0,6.0,0.0001,84.34277807069729,7.989690206849858,7.280927365919629,0.3865979132346706,6.443298553911176e-06,-2.4392834606411755,26.11465526145804,PentagonRegions.PD,PentagonRegions.S
1549.2,10.2,0.0001,53.19,0.0001,96.06904469591841,0.632522757486682,6.201203504771391e-06,3.298420144187903,6.201203504771391e-06,0.5220269332479008,-1.0411806611087204,PentagonRegions.PD,PentagonRegions.D2
101.0,8.1,0.0001,3.0,0.0001,90.09796592691181,7.22567845552461,8.920590685832854e-05,2.676177205749856,8.920590685832854e-05,-0.8906362500887962,-2.6430471059932072,PentagonRegions.PD,PentagonRegions.T1
1076.0,95.0,4.0,71.0,231.0,72.85037237643873,6.431956668923494,0.2708192281651997,4.807041299932295,15.639810426540285,4.798020880898069,23.6080167802386,PentagonRegions.PD,PentagonRegions.D1
407.0,28.0,15.0,21.0,0.0001,86.4118712501335,5.944797039321224,3.1847126996363695,4.458597779490917,2.12314179975758e-05,-1.0189935742319096,24.696442271977855,PentagonRegions.PD,PentagonRegions.S
2240.0,560.0,380.0,450.0,940.0,49.01531728665208,12.25382932166302,8.315098468271334,9.846827133479213,20.568927789934357,3.607636944461494,13.330347481323988,PentagonRegions.PD,PentagonRegions.D2
92600.0,10200.0,1.0,2.0,0.0001,90.07519227058043,9.92188942937279,0.0009727342577816461,0.0019454685155632923,9.727342577816461e-08,-0.48299710437588217,21.903576021921324,PentagonRegions.PD,PentagonRegions.S
195.9,14.5,11.6,2.4,0.0001,87.29942633715405,6.461672699789349,5.169338159831479,1.0695182399651335,4.456325999854724e-05,-1.716601030499239,27.091507393859803,PentagonRegions.PD,PentagonRegions.S
4480.0,560.0,380.0,403.0,896.0,66.67658877809198,8.334573597261498,5.655603512427445,5.997916356600685,13.335317755618394,2.3075216360547803,20.294922841857527,PentagonRegions.PD,PentagonRegions.D1
980.0,73.0,58.0,12.0,0.0001,87.26624334227576,6.500444657128704,5.164736850869381,1.0685662450074582,8.904718708395486e-06,-1.716259059563778,27.06514243179824,PentagonRegions.PD,PentagonRegions.S
56.0,61.0,75.0,32.0,31.0,21.96078431372549,23.92156862745098,29.411764705882355,12.549019607843137,12.156862745098039,-7.035176408538958,1.589390889873392,PentagonRegions.PD,PentagonRegions.T1
24.3,15.7,6.4,11.2,29.8,27.803203661327235,17.96338672768879,7.322654462242564,12.814645308924485,34.09610983981694,7.482939502092265,6.015400196548975,PentagonRegions.PD,PentagonRegions.D2
485.0,35.0,29.0,6.0,0.0001,87.38737164191502,6.306305170035105,5.225224283743373,1.0810808862917323,1.8018014771528872e-05,-1.7298209525075094,27.18595008838865,PentagonRegions.PD,PentagonRegions.S
109.0,4.0,11.0,9.0,0.0001,81.9548255978755,3.0075165357018525,8.270670473180095,6.766912205329169,7.518791339254631e-05,-2.547672958600978,26.335389489048758,PentagonRegions.PD,PentagonRegions.S
16000.0,4000.0,500.0,8500.0,16000.0,35.55555555555556,8.88888888888889,1.1111111111111112,18.88888888888889,35.55555555555556,11.425381924658907,8.28775343124321,PentagonRegions.PD,PentagonRegions.D2
870.0,77.0,73.0,54.0,14.0,79.96323529411765,7.077205882352941,6.709558823529411,4.963235294117647,1.2867647058823528,-1.7460113637430137,23.679030433266504,PentagonRegions.PD,PentagonRegions.S
197.0,12.0,6.6,15.0,0.0001,85.42927778435482,5.203813875189126,2.862097631354019,6.5047673439864075,4.336511562657605e-05,-0.8249540197704766,23.568219804404666,PentagonRegions.PD,PentagonRegions.S
117.0,17.0,1.0,3.0,1.0,84.17266187050359,12.23021582733813,0.7194244604316548,2.158273381294964,0.7194244604316548,-0.46984576169111836,20.749464101887057,PentagonRegions.PD,PentagonRegions.S
160.0,24.7,38.5,0.0001,0.0001,71.684523580176,11.06629832768967,17.249088486479852,4.4802827237610005e-05,4.4802827237610005e-05,-5.758226304395102,22.077036225815647,PentagonRegions.PD,PentagonRegions.S
134.0,13.0,156.0,0.0001,0.0001,44.224393251225585,4.2904262109397955,51.485114531277546,3.300327854569073e-05,3.300327854569073e-05,-16.396080987131274,18.638732000508544,PentagonRegions.PD,PentagonRegions.S
166.0,21.0,38.0,6.0,0.0001,71.86144075262305,9.090905155452313,16.450209328913708,2.5974014729863755,4.329002454977292e-05,-5.342859566804046,22.232858743197397,PentagonRegions.PD,PentagonRegions.S
183.0,6.0,0.0001,5.0,0.0001,94.32979966000035,3.092780316721323,5.1546338612022045e-05,2.5773169306011026,5.1546338612022045e-05,-0.10087086759419729,-1.4888648102318727,PentagonRegions.PD,PentagonRegions.T1
30.1,17.1,2.2,5.5,30.1,35.411764705882355,20.117647058823533,2.5882352941176476,6.470588235294119,35.411764705882355,9.259491212417878,11.221495649352653,PentagonRegions.D1,PentagonRegions.D2
23.0,63.0,54.0,10.0,0.3,15.302727877578176,41.91616766467065,35.928143712574844,6.65335994677312,0.19960079840319359,-16.121041257941545,-4.382128616746159,PentagonRegions.D1,PentagonRegions.T1
4.1,3.5,0.68,1.2,5.2,27.929155313351494,23.841961852861036,4.632152588555859,8.174386920980927,35.42234332425068,7.795728888975942,7.098747444408985,PentagonRegions.D1,PentagonRegions.D2
210.0,22.0,6.0,6.0,7.0,83.66533864541833,8.764940239043826,2.3904382470119523,2.3904382470119523,2.788844621513944,-0.0296333680451896,25.091035128700263,PentagonRegions.D1,PentagonRegions.PD
208.0,7.6,27.5,9.7,14.4,77.84431137724552,2.844311377245509,10.29191616766467,3.630239520958084,5.389221556886228,-1.531541045247906,25.58033469648117,PentagonRegions.D1,PentagonRegions.S
119.0,8.0,23.3,7.9,12.3,69.79472140762462,4.6920821114369495,13.665689149560114,4.633431085043988,7.21407624633431,-2.0365421417633667,22.553924357868297,PentagonRegions.D1,PentagonRegions.S
57.0,24.0,2.0,27.0,30.0,40.714285714285715,17.142857142857142,1.4285714285714286,19.28571428571429,21.428571428571427,6.071222630350778,5.867883841435734,PentagonRegions.D1,PentagonRegions.D2
115.0,25.5,110.0,12.2,8.6,42.388499815702176,9.399189089568742,40.54552156284556,4.496866936970143,3.1699225949133796,-12.035958799854505,14.781305177596202,PentagonRegions.D1,PentagonRegions.S
205.0,20.0,8.0,0.0001,6.0,85.77402268869344,8.368197335482286,3.347278934192915,4.184098667741144e-05,2.5104592006446858,-0.39389179869235275,27.272175879276197,PentagonRegions.D1,PentagonRegions.PD
135.0,27.0,24.0,9.0,13.0,64.90384615384616,12.980769230769232,11.538461538461538,4.326923076923077,6.25,-2.0779140308303887,18.38280898169428,PentagonRegions.D1,PentagonRegions.S
60.0,10.0,4.0,4.0,4.0,73.17073170731707,12.195121951219512,4.878048780487805,4.878048780487805,4.878048780487805,-0.3033718177540635,20.20812093051317,PentagonRegions.D1,PentagonRegions.S
256.0,8.0,37.4,15.0,21.1,75.85185185185185,2.3703703703703702,11.08148148148148,4.444444444444445,6.251851851851853,-1.4745638594892245,25.00136277305018,PentagonRegions.D1,PentagonRegions.S
151.0,13.5,50.7,5.0,9.2,65.82388840453358,5.884917175239757,22.101133391455978,2.1795989537925022,4.0104620749782045,-5.834580596017149,22.02373858378302,PentagonRegions.D1,PentagonRegions.S
9.0,3.9,0.8,4.0,13.0,29.315960912052113,12.703583061889248,2.6058631921824102,13.029315960912049,42.34527687296416,12.241684442953268,8.474974855036756,PentagonRegions.D1,PentagonRegions.D2
176.0,652.9,47.7,75.7,68.7,17.238001958863858,63.94711067580802,4.671890303623898,7.41429970617042,6.72869735553379,-8.95734124409747,-12.704043499854965,PentagonRegions.D1,PentagonRegions.T2
274.0,27.0,5.0,33.0,97.0,62.84403669724771,6.192660550458716,1.146788990825688,7.568807339449542,22.24770642201835,6.6606295984153885,20.00963433814685,PentagonRegions.D2,PentagonRegions.D1
155.0,49.0,69.3,42.0,10.7,47.54601226993865,15.030674846625766,21.257668711656443,12.883435582822086,3.282208588957055,-5.617079520057057,10.783668649906089,PentagonRegions.D2,PentagonRegions.S
63.0,22.0,15.0,11.0,76.0,33.68983957219251,11.76470588235294,8.02139037433155,5.88235294117647,40.64171122994652,9.682449155765932,11.966653772449218,PentagonRegions.D2,PentagonRegions.D1
88.5,22.8,108.4,12.0,7.5,36.99832775919732,9.531772575250837,45.317725752508366,5.016722408026756,3.1354515050167224,-13.546281304236627,13.405871810190817,PentagonRegions.D2,PentagonRegions.S
50.0,42.0,98.0,10.0,33.0,21.45922746781116,18.025751072961373,42.06008583690987,4.291845493562231,14.163090128755366,-11.09995992131743,5.771254272147852,PentagonRegions.D2,PentagonRegions.S
60.0,5.0,2.0,21.0,32.0,50.0,4.166666666666666,1.6666666666666667,17.5,26.666666666666668,8.63597771832494,13.210464069782601,PentagonRegions.D2,PentagonRegions.D1
